,Date_Close,Date_Open,Date_Previews,Intermission,Market,Prod_Type,Run_Time_Minutes,Run_Time_String,Run_Type,Show_Name,Show_Type,Theatre,Theatre_Address
3053,1869-06-12,1869-05-26,,1,Broadway,Revival Production,,,Unknown,Ixion,, Waverley Theatre,"         Waverley Theatre (New York, NY) 720 Broadway "
3054,1869-06-18,1869-06-07,,1,Broadway,Revival Production,,,Repertory (Limited Run),Ixion,, Bowery Theatre,"         Bowery Theatre (New York, NY) 46-8 Bowery "
3055,1870-01-01,1869-11-29,,1,Broadway,Revival Production,,,Unknown,Kenilworth,, Wood's Museum and Menagerie 11/29/1869 - 1/1/1870    Wood's Museum and Metropolitan,         Wood's Museum and Menagerie  
3056,,1869-10-22,, ,Broadway,Original Production Production,,,Unknown,King Rene's Daughter,Play, Daly's Fifth Avenue Theatre,"         Daly's Fifth Avenue Theatre (New York, NY) 24th St. (5th and Madison) "
3057,1869-01-30,1869-01-11,,1,Broadway,,,,Unknown,L'Oeil Crevé,, Thèåtre Français 1/11/1869 - 1/30/1869    Run Type: Unknown Market: Broadway Intermissions: 1       Other Productions of L'Oeil Crevé    1869  Broadway    Original Broadway Production   Broadway    1874  Broadway    Broadway Revival   Broadway         Show Information      ,          
3058,1869-02-06,1869-01-04,,1,Broadway,Original Production Production,,,Unknown,La Périchole,, Pike's Opera House,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3059,1869-04-13,1869-03-29,,1,Broadway,Original Production Production,,,Repertory (Limited Run),La Vie Parisienne,, Thèåtre Français 3/29/1869 - 4/13/1869    Production Type: Original Production  Production Status:   Run Type: Repertory,          
3060,1869-04-13,1869-08-02,,1,Broadway,,,,Unknown,Lalla Rookh,Musical, Wood's Museum and Metropolitan,"         Wood's Museum and Metropolitan (New York, NY) 1221 Broadway (30th St.) "
3061,1869-08-21,1869-08-02,,1,Broadway,Original Production Production,,,Unknown,Lalla Rookh,Musical, Wood's Museum 8/2/1869 - 8/21/1869    Production Type: Original Production  Production Status:   Run Type: Unknown Market: Broadway Intermissions: 1       Other Productions of Lalla Rookh    1859  Broadway    Original Broadway Production   Broadway    1869  Broadway    Broadway Revival   Broadway    1869  Broadway    Original Broadway Production   Broadway         Show Information      ,         Wood's Museum  
3062,1869-04-29,1869-04-24,,1,Broadway,,,,Unknown,Le Maître de Chapelle,, Fifth Avenue Theatre,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3063,1869-05-08,1869-05-06,,1,Broadway,Revival Production,,,Repertory (Limited Run),Le Mariage Aux Lanternes,Operetta, Fifth Avenue Theatre,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3064,1869-02-06,1869-02-03,,1,Broadway,Revival Production,,,Unknown,Les Deux Aveugles,Musical, Grand Opera House,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
3065,1869-06-04,1869-05-10,,1,Broadway,,,,Unknown,"Les Dragons de Villars, or, the Hermit's Bell",, Fifth Avenue Theatre,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3066,,1869-11-01,, ,Broadway,Original Production Production,,,Unknown,Little Nell and the Marchioness,, Niblo's Garden,"         Niblo's Garden (New York, NY) 537 Broadway "
3067,,1869-11-15,, ,Broadway,Original Production Production,,,Unknown,London,Play, 14th Street Theatre,"         14th Street Theatre (New York, NY) 107 West 14th Street "
3068,,1869-09-29,, ,Broadway,Revival Production,,,Unknown,London Assurance,Play, Daly's Fifth Avenue Theatre,"         Daly's Fifth Avenue Theatre (New York, NY) 24th St. (5th and Madison) "
3069,1869-04-24,1869-02-17,,1,Broadway,Original Production Production,,,Unknown,"Lucretia Borgia, M.D.",, Waverley Theatre,"         Waverley Theatre (New York, NY) 720 Broadway "
3070,,1869-10-18,, ,Broadway,Original Production Production,,,Unknown,Mary Warner,Play, Booth's Theatre,"         Booth's Theatre (New York, NY) 23rd St. (6th Ave.) "
3071,1869-10-16,1869-09-13,,1,Broadway,Original Production Production,,,Unknown,Masaniello,Musical, Wood's Museum 9/13/1869 - 9/18/1869    Wood's Museum and Metropolitan,         Wood's Museum  
3072,1869-05-29,1869-02-20,,1,Broadway,Original Production Production,,,Repertory (Limited Run),Monsieur Choufleury,Musical, Grand Opera House,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3073,1869-04-29,1869-04-24,,1,Broadway,Original Production Production,,,Repertory (Limited Run),Monsieur Landry,Musical, Fifth Avenue Theatre,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3074,1869-04-03,1869-03-08,,1,Broadway,Original Production Production,,,Unknown,Much Ado About a Merchant of Venice,, Hudson Theatre,"         Hudson Theatre (Broadway) (New York, NY) 141 W. 44th St. "
3075,,1869-11-08,, ,Broadway,Original Production Production,,,Unknown,Much Ado About Nothing,Play, Daly's Fifth Avenue Theatre,"         Daly's Fifth Avenue Theatre (New York, NY) 24th St. (5th and Madison) "
3076,,1969-02-01,,1,Broadway,,,,Unknown,Nicodemus,,,
3077,1869-01-16,1869-01-04,,1,Broadway,,,,Unknown,Nicodemus,, Tammany Grand Theatre 1/4/1869 - 1/16/1869    Run Type: Unknown Market: Broadway Intermissions: 1       Other Productions of Nicodemus    1869  Broadway    Original Broadway Production   Broadway    1869  Broadway    Production   Broadway         Show Information      ,         Tammany Grand Theatre  
3078,,1869-09-27,, ,Broadway,Revival Production,,,Unknown,Old Heads and Young Hearts,Play, Daly's Fifth Avenue Theatre,"         Daly's Fifth Avenue Theatre (New York, NY) 24th St. (5th and Madison) "
3079,,1869-10-25,, ,Broadway,Original Production Production,,,Unknown,Oliver Twist,Play, Niblo's Garden,"         Niblo's Garden (New York, NY) 537 Broadway "
3080,1869-04-15,1869-02-08,,1,Broadway,Revival Production,,,Open Run,Orphée Aux Enfers,, Grand Opera House,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3081,1869-05-08,1869-04-28,,1,Broadway,Original Production Production,,,Unknown,Paris,, Waverley Theatre,"         Waverley Theatre (New York, NY) 720 Broadway "
3082,1869-06-11,1869-05-24,,1,Broadway,Original Production Production,,,Repertory (Limited Run),"Peter Gray, or, Ding Dong",, Tammany Grand Theatre 5/24/1869 - 6/11/1869    Production Type: Original Production  Production Status:   Run Type: Repertory,         Tammany Grand Theatre  
3083,,1869-08-16,, ,Broadway,Original Production Production,,,Unknown,Play,Play, Daly's Fifth Avenue Theatre,"         Daly's Fifth Avenue Theatre (New York, NY) 24th St. (5th and Madison) "
3084,1869-06-05,1869-02-01,,1,Broadway,Original Production Production,,,Unknown,Pluto,, Theatre Comique,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
3085,1870-01-15,1869-12-13,,1,Broadway,Revival Production,,,Unknown,Pluto,, Grand Opera House,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
3086,1869-03-06,1869-02-22,,1,Broadway,Revival Production,,,Unknown,Po-Ca-Hon-Tas,, Hudson Theatre,"         Hudson Theatre (Broadway) (New York, NY) 141 W. 44th St. "
3087,,1869-11-08,, ,Broadway,Original Production Production,,,Unknown,Poor Humanity,Play, Olympic Theatre,"         Olympic Theatre (New York, NY) 622 Broadway "
3088,,1869-09-27,, ,Broadway,Original Production Production,,,Unknown,Progress,Play, Wallack's Theatre,"         Wallack's Theatre (New York, NY) 844 Broadway "
3089,1869-05-25,1869-05-15,,1,Broadway,Original Production Production,,,Unknown,Pygmalion,Musical, Waverley Theatre,"         Waverley Theatre (New York, NY) 720 Broadway "
3090,1869-10-02,1869-08-06,,1,Broadway,,,,Unknown,"Queen of Hearts; or, Harlequin, the Knave of Hearts, who stole the Tarts, and the old Woman that lived in a Shoe",," Tammany Grand Theatre 8/6/1869 - 10/2/1869    Run Type: Unknown Market: Broadway Intermissions: 1       Other Productions of Queen of Hearts; or, Harlequin, the Knave of Hearts, who stole the Tarts, and the old Woman that lived in a Shoe    1869  Broadway    Original Broadway Production   Broadway         Show Information      ",         Tammany Grand Theatre  
3091,1869-06-12,1869-05-08,,1,Broadway,Original Production Production,,,Unknown,Robinson Crusoe,, Wood's Museum 5/8/1869 - 6/12/1869    Wood's Museum and Metropolitan,         Wood's Museum  
3092,1869-05-22,1869-04-26,,1,Broadway,,,,Unknown,Robinson Crusoe and His Man Friday,, Tammany Grand Theatre 4/26/1869 - 5/22/1869    Run Type: Unknown Market: Broadway Intermissions: 1       Other Productions of Robinson Crusoe and His Man Friday    1869  Broadway    Original Broadway Production   Broadway         Show Information      ,         Tammany Grand Theatre  
3093,,1869-02-03,, ,Broadway,Revival Production,,,Unknown,Romeo and Juliet,Play, Booth's Theatre,"         Booth's Theatre (New York, NY) 23rd St. (6th Ave.) "
3094,,1869-03-15,, ,Broadway,Original Production Production,,,Unknown,School,Play, Wallack's Theatre,"         Wallack's Theatre (New York, NY) 844 Broadway "
3095,,1869-10-27,, ,Broadway,Original Production Production,,,Unknown,She Would and She Would Not,Play, Daly's Fifth Avenue Theatre,"         Daly's Fifth Avenue Theatre (New York, NY) 24th St. (5th and Madison) "
3096,,1869-05-29,,1,Broadway,Original Production Production,,,Unknown,Sinbad the Sailor,Musical, Niblo's Garden,"         Niblo's Garden (New York, NY) 537 Broadway "
3097,,1869-11-01,, ,Broadway,Original Production Production,,,Unknown,Still Waters Run Deep,Play, Wallack's Theatre,"         Wallack's Theatre (New York, NY) 844 Broadway "
3098,1869-12-11,1869-11-22,,1,Broadway,Revival Production,,,Repertory (Limited Run),The Bohemian Girl,, Grand Opera House,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
3099,,1869-12-07,, ,Broadway,Original Production Production,,,Unknown,The Captain of the Watch,Play, Wallack's Theatre,"         Wallack's Theatre (New York, NY) 844 Broadway "
3100,1869-02-20,1869-01-25,,1,Broadway,Original Production Production,,,Unknown,The Dramatic Review for 1868,Revue, Hudson Theatre,"         Hudson Theatre (Broadway) (New York, NY) 141 W. 44th St. "
3101,,1869-12-20,, ,Broadway,,,,Unknown,The Duke's Motto,Play, Daly's Fifth Avenue Theatre,"         Daly's Fifth Avenue Theatre (New York, NY) 24th St. (5th and Madison) "
3102,1869-02-27,1869-02-01,,1,Broadway,Original Production Production,,,Unknown,The Field of the Cloth of Gold,, Wood's Museum 2/1/1869 - 2/27/1869    Wood's Museum and Metropolitan,         Wood's Museum  
3103,1869-12-04,1869-11-22,,1,Broadway,Original Production Production,,,Unknown,The Firefly,Operetta, Niblo's Garden,"         Niblo's Garden (New York, NY) 537 Broadway "
3104,1869-05-28,1869-02-01,,1,Broadway,Original Production Production,,,Unknown,The Forty Thieves,, Niblo's Garden,"         Niblo's Garden (New York, NY) 537 Broadway "
3105,1869-05-04,1869-04-06,,1,Broadway,Revival Production,,,Unknown,The Grand Duchess of Gérolstein,, Fifth Avenue Theatre,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3106,,1869-10-22,, ,Broadway,Revival Production,,,Unknown,The Heir-at-Law,Play, Wallack's Theatre,"         Wallack's Theatre (New York, NY) 844 Broadway "
3107,,1869-12-09,,1,Broadway,,,,Unknown,The Irish Heiress,Musical, Daly's Fifth Avenue Theatre,         Eagle Theatre  
3108,,1869-12-06,,1,Broadway,Original Production Production,,,Repertory (Limited Run),The Little Detective,, Niblo's Garden,"         Niblo's Garden (New York, NY) 537 Broadway "
3109,,1869-11-20,, ,Broadway,Original Production Production,,,Unknown,The Lottery Ticket,Play, Olympic Theatre,"         Olympic Theatre (New York, NY) 622 Broadway "
3110,,1869-10-22,, ,Broadway,,,,Unknown,The Love-Chase,Play, Daly's Fifth Avenue Theatre,"         Daly's Fifth Avenue Theatre (New York, NY) 24th St. (5th and Madison) "
3111,1869-12-25,1869-12-20,,1,Broadway,Original Production Production,,,Repertory (Limited Run),The Maid and the Magpie,, Grand Opera House,"         Grand Opera House (New York, NY) 8th Ave. & 23rd St. "
3112,,1869-12-13,, ,Broadway,,,,Unknown,The Merry Wives of Windsor,Play, Booth's Theatre,"         Booth's Theatre (New York, NY) 23rd St. (6th Ave.) "
3113,,1869-01-04,,1,Broadway,,,,Unknown,The Pages Revel,Musical, Tammany Hall,"         Tammany Hall (New York, NY) 231 Broadway "
3114,,1869-09-15,, ,Broadway,Revival Production,,,Unknown,The School for Scandal,Play, Wallack's Theatre,"         Wallack's Theatre (New York, NY) 844 Broadway "
3115,,1869-10-04,, ,Broadway,Revival Production,,,Unknown,"The Streets of New York, or Poverty is No Crime",Play, Olympic Theatre,"         Olympic Theatre (New York, NY) 622 Broadway "
3116,,1869-12-13,, ,Broadway,,,,Unknown,Trying It On,, Wallack's Theatre,"         Wallack's Theatre (New York, NY) 844 Broadway "
3117,,1869-10-04,, ,Broadway,Revival Production,,,Unknown,Twelfth Night,Play, Daly's Fifth Avenue Theatre,"         Daly's Fifth Avenue Theatre (New York, NY) 24th St. (5th and Madison) "
3118,,1869-09-06,, ,Broadway,Revival Production,,,Unknown,Uncle Tom's Cabin,Play, Olympic Theatre,"         Olympic Theatre (New York, NY) 622 Broadway "
3119,,1869-12-06,, ,Broadway,Original Production Production,,,Unknown,Under the Gaslight,Play, Olympic Theatre,"         Olympic Theatre (New York, NY) 622 Broadway "
3120,,1869-12-20,, ,Broadway,,,,Unknown,Wild Oats,, Wallack's Theatre,"         Wallack's Theatre (New York, NY) 844 Broadway "
3121,1869-10-16,1869-09-20,,1,Broadway,Original Production Production,,,Unknown,Wip Wan Winkle,, Wood's Museum 9/20/1869 - 10/16/1869    Wood's Museum and Metropolitan,         Wood's Museum  
3122,1868-09-26,1868-08-31,,1,Broadway,Original Production Production,,,Repertory (Limited Run),66,, Wood's Museum and Metropolitan,"         Wood's Museum and Metropolitan (New York, NY) 1221 Broadway (30th St.) "
3123,,1868-06-10,, ,Broadway,Original Production Production,,,Unknown,A Flash of Lightning,Play, Broadway Theatre,"         Broadway Theatre (New York, NY) Canal St. "
3124,,1868-11-16,, ,Broadway,Original Production Production,,,Unknown,After Dark,Play, Niblo's Garden,"         Niblo's Garden (New York, NY) 537 Broadway "
3125,1868-10-17,1868-08-10,,1,Broadway,,,,Unknown,Bar-Ber-Blu,, Kelly and Leon's,"         Kelly and Leon's (New York, NY) 720 Broadway "
3126,1868-12-05,1868-07-13,,1,Broadway,Original Production Production,,,Unknown,Barbe-Bleue,, Niblo's Garden,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3127,1869-01-30,1868-12-28,,1,Broadway,Original Production Production,,,Unknown,Ernani,, Wood's Museum and Metropolitan,"         Wood's Museum and Metropolitan (New York, NY) 1221 Broadway (30th St.) "
3128,1868-09-05,1868-08-10,,1,Broadway,Original Production Production,,,Unknown,Fire Fly,Musical, Chickering Hall,"         Chickering Hall (New York, NY) 18th St. (5th Ave.) "
3129,1868-05-15,1868-05-15,,1,Broadway,Revival Production,,,Repertory (Limited Run),"Fra Diavolo, or, the Inn of Terracina",Musical, Thèåtre Français 5/15/1868 - 5/15/1868    Production Type: Revival  Production Status:   Run Type: Repertory,          
3130,1869-02-16,1868-10-22,,1,Broadway,Original Production Production,,,Repertory (Limited Run),Geneviève de Brabant,, Thèåtre Français 10/22/1868 - 2/16/1869    Production Type: Original Production  Production Status:   Run Type: Repertory,          
3131,1869-01-09,1868-12-28,,1,Broadway,,,,Unknown,Gin Nevieve de Graw,, Kelly and Leon's,"         Kelly and Leon's (New York, NY) 720 Broadway "
3132,1869-05-15,1868-03-10,,1,Broadway,Original Production Production,,,Unknown,Humpty Dumpty,, Olympic Theatre,"         Olympic Theatre (New York, NY) 485 Broadway "
3133,1869-01-30,1868-09-28,,1,Broadway,Original Production Production,,,Unknown,Ixion,, Wood's Museum and Metropolitan,"         Wood's Museum and Metropolitan (New York, NY) 1221 Broadway (30th St.) "
3134,1868-05-02,1868-03-26,,1,Broadway,,,,Unknown,La Belle Hélène,, Thèåtre Français 3/26/1868 - 5/2/1868    Run Type: Unknown Market: Broadway Intermissions: 1       Other Productions of La Belle Hélène    1864  Paris    Original Paris Production   Paris    1866  West End    London Production   West End    1868  Broadway    Broadway Production   Broadway    1868  Broadway    Broadway Revival   Broadway    1871  Broadway    Broadway Revival   Broadway    1872  Broadway    Broadway Revival   Broadway    1877  New York    Unknown   New York    1877  Broadway    Broadway Revival [i]   Broadway    1879  New York    Unknown   New York    1886  New York    Unknown   New York    1899  Broadway    Unknown   Broadway    1976  New York    Unknown   New York         Show Information      ,          
3135,1868-11-14,1868-11-02,,1,Broadway,Revival Production,,,Unknown,La Belle Hélène,, Pike's Opera House,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3136,1869-01-02,1868-12-21,,1,Broadway,Original Production Production,,,Unknown,La Chanson de Fortunio,Musical, Pike's Opera House,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3137,1868-06-13,1868-06-13,,1,Broadway,Revival Production,,,Unknown,La Grande-Duchesse de Gérolstein,, Thèåtre Français 6/13/1868 - 6/13/1868    Production Type: Revival  Production Status:   Run Type: Unknown Market: Broadway Intermissions: 1       Other Productions of La Grande-Duchesse de Gérolstein    1867  New York    Original New York Production   New York    1868  Broadway    Broadway Revival [i]   Broadway    1868  Broadway      Broadway    1868  Broadway      Broadway    1868  Broadway    Broadway Revival [iv]   Broadway    1869  Broadway    Broadway Revival   Broadway    1870  Broadway    Broadway Revival [ii]   Broadway    1870  Broadway    Broadway Revival [iii]   Broadway    1871  Broadway    Broadway Revival   Broadway    1872  Broadway    Broadway Revival [i]   Broadway    1872  Broadway    Broadway Revival [ii]   Broadway    1873  Broadway    Broadway Revival [i]   Broadway    1873  Broadway    Broadway Revival [ii]   Broadway    1874  Broadway    Broadway Revival [i]   Broadway    1874  Broadway    Broadway Revival [ii]   Broadway    1875  Broadway    Broadway Revival [ii]   Broadway    1875  Broadway    Broadway Revival [i]   Broadway    1876  Broadway    Broadway Revival [i]   Broadway    1876  Broadway    Broadway Revival [ii]   Broadway    1877  Broadway    Broadway Revival   Broadway    1879  Broadway    Broadway Revival   Broadway    1884  Broadway    Broadway Revival   Broadway    1886  Broadway    Broadway Revival   Broadway    1890  Broadway    Broadway Revival   Broadway    1891  Broadway    Broadway Revival   Broadway    1894  Broadway    Broadway Revival   Broadway    1899  Broadway    Broadway Revival   Broadway    1899  Broadway      Broadway    1937  West End    London Revival   West End    1982  New York    New York Revival   New York    1982  New York    New York Revival   New York         Show Information      ,          
3138,1868-10-31,1868-10-04,,1,Broadway,Revival Production,,,Unknown,La Grande-Duchesse de Gérolstein,, Pike's Opera House,          
3139,1869-04-06,1868-10-14,,1,Broadway,Revival Production,,,Unknown,La Grande-Duchesse de Gérolstein,, Pike's Opera House,"         Fifth Avenue Opera House (New York, NY) 24th St. (5th and Madison) "
3140,1868-06-24,1868-06-06,,1,Broadway,,,,Unknown,Leon's La! Bell L.N.,, Kelly and Leon's,"         Kelly and Leon's (New York, NY) 720 Broadway "
3141,1868-10-31,1868-02-03,,1,Broadway,,,,Unknown,"Leon's Own Grand Dutch ""S""",, Kelly and Leon's,"         Kelly and Leon's (New York, NY) 720 Broadway "
3142,1869-01-02,1868-12-09,,1,Broadway,Original Production Production,,,Unknown,Les Bavards,, Pike's Opera House,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3143,1869-01-02,1868-12-09,,1,Broadway,,,,Unknown,Les Bevards,Musical, Pike's Opera House,"         Pike's Opera House (New York, NY) 23rd St. (8th Ave.) "
3144,1868-05-22,1868-01-01,,1,Broadway,,,,Unknown,"Lily of Killarney, or, the Colleen Bawn",, Academy of Music,          
3145,1868-12-05,1868-06-25,,1,Broadway,Original Production Production,,,Unknown,Lischen et Fritzchen,Musical, Pike's Opera House,"         Pike's Opera House (New York, NY) 23rd St. (8th Ave.) "
3146,1868-02-15,1868-01-27,,1,Broadway,,,,Unknown,Little Nell and the Marchioness,, Broadway Theatre,"         Wallack's Theatre (New York, NY) 844 Broadway "
3147,1868-09-12,1868-09-07,,1,Broadway,Original Production Production,,,Unknown,Little Nell and the Marchioness,, Chickering Hall,"         Chickering Hall (New York, NY) 18th St. (5th Ave.) "
3148,1868-05-12,1868-05-12,,1,Broadway,Revival Production,,,Repertory (Limited Run),Maritana,, Thèåtre Français 5/12/1868 - 5/12/1868    Production Type: Revival  Production Status:   Run Type: Repertory,          
3149,1868-09-26,1868-08-31,,1,Broadway,Original Production Production,,,Repertory (Limited Run),Marriage by Lanterns,, Wood's Museum and Metropolitan,"         Wood's Museum and Metropolitan (New York, NY) 1221 Broadway (30th St.) "
3150,1868-11-26,1868-11-02,,1,Broadway,Revival Production,,,Open Run,Orphée Aux Enfers,, Kelly and Leon's,"         Kelly and Leon's (New York, NY) 720 Broadway "
3151,1868-06-13,1868-06-04,,1,Broadway,Revival Production,,,Repertory (Limited Run),Orpheus in the Underworld,, Thèåtre Français 6/4/1868 - 6/13/1868    Production Type: Revival  Production Status:   Run Type: Repertory,          
3152,1868-06-13,1868-04-13,,1,Broadway,Original Production Production,,,Unknown,Paris and Helen,, New York Theatre,"         New York Theatre (New York, NY) 1514-16 Broadway (44th St.) "
3153,,1868-01-22,, ,Broadway,Original Production Production,,,Unknown,Pickwick Papers,Play, Worrell Sisters' New York Theatre,"         Worrell Sisters' New York Theatre (New York, NY) 728 Broadway (Waverly) "
3154,1868-12-26,1868-11-30,,1,Broadway,,,,Unknown,Tame Cats,, Kelly and Leon's,"         Kelly and Leon's (New York, NY) 720 Broadway "
3155,1868-05-23,1868-05-20,,1,Broadway,Revival Production,,,Repertory (Limited Run),The Bohemian Girl,, Thèåtre Français 5/20/1868 - 5/23/1868    Production Type: Revival  Production Status:   Run Type: Repertory,          
3156,1868-01-15,1868-01-13,,1,Broadway,Original Production Production,,,Repertory (Limited Run),The Desert Flower,, Academy of Music,"         Academy of Music (New York, NY) E. 14th St. and Irving Place "
3157,1868-05-23,1868-05-16,,1,Broadway,Revival Production,,,Repertory (Limited Run),The Doctor of Alcantara,, Thèåtre Français 5/16/1868 - 5/23/1868    Production Type: Revival  Production Status:   Run Type: Repertory,          
3158,1868-07-18,1868-06-17,,1,Broadway,Revival Production,,,Unknown,The Grand Duchess of Gérolstein,, Worrell Sisters' New York Theatre,"         Worrell Sisters' New York Theatre (New York, NY) 728 Broadway (Waverly) "
3159,1868-07-11,1868-01-17,,1,Broadway,Original Production Production,,,Unknown,The White Fawn,, Niblo's Garden,"         Niblo's Garden (New York, NY) 537 Broadway "
3160,1867-01-12,1867-01-07,,1,Broadway,,,,Unknown,"$7,000",Musical, Kelly and Leon's,"         Kelly and Leon's (New York, NY) 720 Broadway "
3161,1867-02-09,1867-01-29,,1,Broadway,Original Production Production,,,Unknown,A Bird of Paradise,Musical, New York Theatre,"         New York Theatre (New York, NY) 1514-16 Broadway (44th St.) "
3162,,1867-11-11,, ,Broadway,Original Production Production,,,Unknown,"A Legend of Norwood; or, Village Life in New England",Play, Worrell Sisters' New York Theatre,"         Worrell Sisters' New York Theatre (New York, NY) 728 Broadway (Waverly) "
3163,1867-06-08,1867-05-06,,1,Broadway,,,,Unknown,"Aladdin, or, the Wonderful Scamp",, Worrell Sisters' New York Theatre,"         Worrell Sisters' New York Theatre (New York, NY) 728 Broadway (Waverly) "
3164,1867-11-30,1867-10-07,,1,Broadway,,,,Unknown,"Aladdin, the Wonderful Scamp!",, Fifth Avenue Theatre,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3165,1867-06-29,1867-06-10,,1,Broadway,Revival Production,,,Repertory (Limited Run),Between You and Me and the Post,Musical, Worrell Sisters' New York Theatre,"         Worrell Sisters' New York Theatre (New York, NY) 728 Broadway (Waverly) "
3166,,1867-08-05,, ,Broadway,Original Production Production,,,Unknown,Caste,Play, Broadway Theatre,"         Broadway Theatre (New York, NY) 485 Broadway "
3167,1867-01-19,1867-01-14,,1,Broadway,,,,Unknown,Cinder-le-on!,, Kelly and Leon's,"         Kelly and Leon's (New York, NY) 720 Broadway "
3168,1867-06-08,1867-05-06,,1,Broadway,,,,Unknown,Cinderella,, Worrell Sisters' New York Theatre,"         Worrell Sisters' New York Theatre (New York, NY) 728 Broadway (Waverly) "
3169,1867-11-13,1867-09-02,,1,Broadway,,,,Unknown,"Cinderella, or, the Lover, the Lackey, and the Little Glass Slipper",, Fifth Avenue Theatre,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3170,1867-08-03,1867-07-22,,1,Broadway,Revival Production,,,Unknown,Columbus Reconstructed,, Olympic Theatre,"         Olympic Theatre (New York, NY) 485 Broadway "
3171,1868-02-22,1867-07-29,,1,Broadway,,,,Unknown,Family Jars,, Chickering Hall,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway "
3172,1867-11-30,1867-11-04,,1,Broadway,,,,Unknown,Faust,, Worrell Sisters' New York Theatre,"         Kelly and Leon's (New York, NY) 720 Broadway "
3173,1867-06-29,1867-06-10,,1,Broadway,Original Production Production,,,Unknown,Faust,, Worrell Sisters' New York Theatre,"         Worrell Sisters' New York Theatre (New York, NY) 728 Broadway (Waverly) "
3174,1867-01-25,1867-01-16,,1,Broadway,Revival Production,,,Repertory (Limited Run),Fra Diavolo,Musical, Olympic Theatre,"         Olympic Theatre (New York, NY) 485 Broadway "
3175,1867-10-21,1867-09-09,,1,Broadway,,,,Unknown,"Fra Diavolo, or, the Beauty and the Brigands",, Fifth Avenue Theatre,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3176,1867-03-02,1867-02-18,,1,Broadway,Original Production Production,,,Repertory (Limited Run),Kenilworth,, New York Theatre,"         New York Theatre (New York, NY) 1514-16 Broadway (44th St.) "
3177,1867-09-28,1867-08-26,,1,Broadway,,,,Unknown,Kill Trovatore!,, Kelly and Leon's,"         Kelly and Leon's (New York, NY) 720 Broadway "
3178,1867-09-28,1867-11-23,,1,Broadway,Revival Production,,,Repertory (Limited Run),La Rose de Saint-Flour,Musical, Thèåtre Français 11/23/1867 - ?    Production Type: Revival  Production Status:   Run Type: Repertory,          
3179,1867-05-11,1867-04-01,, ,Broadway,Original Production Production,,,Unknown,Little Boy Blue,Musical, New Bowery Theatre,"         New Bowery Theatre (New York, NY) Canal and Hester "
3180,1868-01-11,1867-12-23,,1,Broadway,,,,Unknown,"Little Dew Drop, or, the Fairies' Home in the Palace of Neptune",, Barnum's New Museum,"         Barnum's New Museum (New York, NY) 539-41 Broadway "
3181,1867-09-12,1867-08-14,,1,Broadway,Original Production Production,,,Unknown,Little Nell and the Marchioness,, Chickering Hall,"         Chickering Hall (New York, NY) 18th St. (5th Ave.) "
3182,1867-01-30,1867-01-15,,1,Broadway,Revival Production,,,Repertory (Limited Run),Maritana,, Olympic Theatre,"         Olympic Theatre (New York, NY) 485 Broadway "
3183,1867-11-30,1867-11-18,,1,Broadway,,,,Unknown,Medea!,Musical, Fifth Avenue Theatre,"         Fifth Avenue Theatre (Seattle, WA, ) 13-08 5th Avenue Seattle, WA, "
3184,1867-04-06,1867-03-25,,1,Broadway,,,,Unknown,Norma on the Half Shell,Operetta, Kelly and Leon's,"         Kelly and Leon's (New York, NY) 720 Broadway "
3185,1867-02-14,1867-01-17,,1,Broadway,Revival Production,,,Repertory (Limited Run),Orpheus in the Underworld,, Thèåtre Français 1/17/1867 - 2/14/1867    Production Type: Revival  Production Status:   Run Type: Repertory,          
